source,barcode,product_name,brand,categories,labels,label_tags,ecoscore_grade_clean,environmental_score,social_score,governance_score,ethics_score,overall_score,confidence_score,matched_labels,matched_score_groups,score_reasons,score_explanation,image_url
food,4056489440628,Freeze Dried Instant Coffee,Bellarom,"Beverages, Freeze-dried instant coffees, it:caffe-solubile, it:coffee-solubile",Rainforest Alliance,['en:rainforest-alliance'],unknown,55,53,50,50,52.8,25,['Rainforest Alliance'],['sustainable_agriculture'],"['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.']",No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 1 scoring signal(s): Rainforest Alliance,https://images.openfoodfacts.org/images/products/405/648/944/0628/front_en.26.400.jpg
food,8711000522967,löslichen Kaffee,Maxwell House,"Hot beverages, Coffees, Instant coffees","Green Dot, Triman, Point Vert","['en:green-dot', 'fr:triman', 'en:Point Vert']",unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/871/100/052/2967/front_en.50.400.jpg
food,7613036305846,Instant Kaffee,"Nestlé, 3x Nescafé Classic 11.26 - 2x Nescafé Gold 11.26, 3x Nescafé Classic 11.26 - 3x Nescafé Gold 11.26, 3x Nescafé Classic 11.27 - 2x Nescafé Gold 11.26, 3x Nescafé Gold 11.26, Nescafé, Nescafé Gold","Beverages, Coffees, Freeze-dried instant coffees","Green Dot, de:Unter Schutzatmosphäre verpackt","['en:green-dot', 'de:Unter Schutzatmosphäre verpackt']",unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/761/303/630/5846/front_de.106.400.jpg
food,4337256381185,Typ Cappuccino classic,"Deutsche Extrakt Kaffee, REWE, ja!",Powdered cappucino,Nutriscore Grade E,"['en:nutriscore', 'en:nutriscore-grade-e']",unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/433/725/638/1185/front_de.29.400.jpg
food,20991241,Belladonna Löslicher Kaffee Entkoffeiniert,Lidl,Decaffeinated instant coffees,"Rainforest Alliance Coffee, Triman","['en:rainforest-alliance', 'en:rainforest-alliance-coffee', 'fr:triman']",unknown,55,53,50,50,52.8,25,['Rainforest Alliance'],['sustainable_agriculture'],"['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.']",No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 1 scoring signal(s): Rainforest Alliance,https://images.openfoodfacts.org/images/products/000/002/099/1241/front_en.3.400.jpg
food,8000070063334,Café grains Carte noire,"CARTE NOIR, Carte Noire","Beverages, Arabica coffees, Coffee beans",,[],f,5,50,50,50,32.0,55,[],[],[],Environmental baseline uses Eco-Score f. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/800/007/006/3334/front_fr.3.400.jpg
food,4000508040306,Jacobs Gold,Wunderbar,"Beverages, Coffees, Instant coffees","Green Dot, Made in Germany, de:Unter Schutzatmosphäre verpackt","['en:green-dot', 'en:made-in-germany', 'de:Unter Schutzatmosphäre verpackt']",unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/400/050/804/0306/front_de.76.400.jpg
food,4056489600596,Bellarom Gold,Bellarom,"Beverages, Ground coffees",Rainforest Alliance,['en:rainforest-alliance'],f,10,53,50,50,34.8,65,['Rainforest Alliance'],['sustainable_agriculture'],"['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.']",Environmental baseline uses Eco-Score f. Matched 1 scoring signal(s): Rainforest Alliance,https://images.openfoodfacts.org/images/products/405/648/960/0596/front_en.5.400.jpg
food,4008167103714,Dallmayr Prodomo Kaffee,Dallmayr,"Plant-based beverages, Coffee capsules",FSC Recycling,"['en:fsc', 'en:fsc-recycling']",f,10,50,50,50,34.0,70,['FSC'],['sustainable_forestry'],"['FSC certification promotes responsible forest management, sustainable sourcing of wood and paper products, and protection of biodiversity and ecosystems.']",Environmental baseline uses Eco-Score f. Matched 1 scoring signal(s): FSC,https://images.openfoodfacts.org/images/products/400/816/710/3714/front_de.90.400.jpg
food,8711000708651,Krönung Signature,"Jabobs, Jacobs, Jacobs Douwe Egberts","Beverages, Coffees",,[],unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/871/100/070/8651/front_de.3.400.jpg
food,8000070053465,Qualità Oro - Kapseln,"LavAzza - Luigi Lavazza S.p.A., Lavazza",Nespresso-compatible coffee capsules,Made in Italy,['en:made-in-italy'],f,5,50,50,50,32.0,55,[],[],[],Environmental baseline uses Eco-Score f. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/800/007/005/3465/front_de.13.400.jpg
food,4337256382304,Typ Cappuccino - weniger süß im Geschmack,ja!,"Beverages, Coffees, Powdered cappucino","Nutriscore Grade C, Nutriscore Grade D","['en:nutriscore', 'en:nutriscore-grade-c', 'en:nutriscore-grade-d']",unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/433/725/638/2304/front_de.44.400.jpg
food,4005500005827,Nescafé Classic,"Nestlé, Nescafé","Beverages, Coffees, Instant coffees",,[],unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/400/550/000/5827/front_en.45.400.jpg
food,8000070020559,"Kaffee, Café en grains 100% arabica",Lavazza,Coffees,,[],unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/800/007/002/0559/front_en.6.400.jpg
food,4066447415254,Dinkelkaffee mit Zichorie,dmBio,"Beverages, getranke, getranke-und-getrankezubereitungen, getrankezubereitungen, heissgetranke, heissgetranke-zum-aufgliessen, losliche-kaffees, it:Dinkel kaffee, it:Dinkel-kaffee","DE-ÖKO-005, European Vegetarian Union Vegan, Made in Germany, Naturland","['en:vegetarian', 'en:organic', 'en:eu-organic', 'en:vegan', 'en:de-oko-005', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:made-in-germany', 'en:naturland']",unknown,61,56,50,63,58.5,60,"['Naturland Fair', 'Vegan', 'organic', 'Vegetarian']","['naturland_fair', 'vegan_ethics', 'organic_certification', 'vegetarian_ethics']","['Combines organic farming requirements with fair trade principles, promoting environmental sustainability and fair treatment of producers.', 'Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Product has an organic certification/claim, indicating more sustainable agricultural production.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 4 scoring signal(s): Naturland Fair, Vegan, organic, Vegetarian",https://images.openfoodfacts.org/images/products/406/644/741/5254/front_de.57.400.jpg
food,4002720002261,Melitta Auslese Klassisch Kaffee gemahlen,Melitta,"Beverages, Coffees, de:Gemahlener Röstkaffee, de:Kaffeepulver",,[],unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/400/272/000/2261/front_en.3.400.jpg
food,7613036246675,Kaffee Instant,"Nestlé, Nescafé","Beverages, Coffees, Instant coffees, de:Bohnenkaffee","Green Dot, de:Unter Schutzatmosphäre verpackt","['en:green-dot', 'de:Unter Schutzatmosphäre verpackt']",unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/761/303/624/6675/front_de.5.400.jpg
food,4056489576778,Espresso Cremoso,"Bellarom, Bellaron","Beverages, Coffees","Green Dot, Rainforest Alliance","['en:green-dot', 'en:rainforest-alliance']",unknown,55,53,50,50,52.8,25,['Rainforest Alliance'],['sustainable_agriculture'],"['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.']",No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 1 scoring signal(s): Rainforest Alliance,https://images.openfoodfacts.org/images/products/405/648/957/6778/front_en.4.400.jpg
food,4056489485681,Latte Macchiato Vanille,Milbona Latte Macchiato Vanilla,"Coffees, Coffee drinks, Sweetened beverages",Rainforest Alliance,['en:rainforest-alliance'],unknown,55,53,50,50,52.8,25,['Rainforest Alliance'],['sustainable_agriculture'],"['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.']",No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 1 scoring signal(s): Rainforest Alliance,https://images.openfoodfacts.org/images/products/405/648/948/5681/front_de.43.400.jpg
food,4000417620217,Kaffee Knusper,Ritter Sport,Dark chocolates with coffee,Rainforest Alliance Cocoa,"['en:rainforest-alliance', 'en:rainforest-alliance-cocoa']",e,20,53,50,50,38.8,65,['Rainforest Alliance'],['sustainable_agriculture'],"['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.']",Environmental baseline uses Eco-Score e. Matched 1 scoring signal(s): Rainforest Alliance,https://images.openfoodfacts.org/images/products/400/041/762/0217/front_de.15.400.jpg
food,4056489234753,Café descafeinado,Bellarom,"Beverages, Decaffeinated coffees",Rainforest Alliance,['en:rainforest-alliance'],unknown,55,53,50,50,52.8,25,['Rainforest Alliance'],['sustainable_agriculture'],"['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.']",No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 1 scoring signal(s): Rainforest Alliance,https://images.openfoodfacts.org/images/products/405/648/923/4753/front_es.3.400.jpg
food,4388840018321,Extra löslicher Kaffee,"Rewe, ja","Beverages, Coffees, Instant coffees",UTZ Certified,"['en:sustainable-farming', 'en:utz-certified']",unknown,55,53,50,50,52.8,25,['UTZ Certified'],['sustainable_agriculture'],"['Certification promotes sustainable farming practices, responsible sourcing, and improved working conditions for farmers.']",No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 1 scoring signal(s): UTZ Certified,https://images.openfoodfacts.org/images/products/438/884/001/8321/front_de.3.400.jpg
food,4006581017716,Caffè Crema,"Dovgan, Mövenpick","Beverages, Arabica coffee beans",,[],f,5,50,50,50,32.0,55,[],[],[],Environmental baseline uses Eco-Score f. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/400/658/101/7716/front_de.35.400.jpg
food,4056489010241,Kaffee Bio gold Kaffee,Bellarom,Arabica coffees,"non-EU Agriculture, EG-Öko-Verordnung, DE-ÖKO-003","['en:organic', 'en:eu-organic', 'en:non-eu-agriculture', 'de:eg-öko-verordnung', 'en:de-oko-003']",unknown,55,50,50,50,52.0,30,['organic'],['organic_certification'],"['Product has an organic certification/claim, indicating more sustainable agricultural production.']",No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 1 scoring signal(s): organic,https://images.openfoodfacts.org/images/products/405/648/901/0241/front_de.13.400.jpg
food,4058172487330,Malz Kaffee,dmBio,"Beverages, de:Malzkaffee","Vegan, EG-Öko-Verordnung, Naturland","['en:vegetarian', 'en:organic', 'en:eu-organic', 'en:vegan', 'de:eg-öko-verordnung', 'en:naturland']",unknown,61,56,50,63,58.5,60,"['Naturland Fair', 'Vegan', 'EU Organic', 'Vegetarian']","['naturland_fair', 'vegan_ethics', 'organic_certification', 'vegetarian_ethics']","['Combines organic farming requirements with fair trade principles, promoting environmental sustainability and fair treatment of producers.', 'Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'EU-recognized organic certification, especially relevant for products sold in Germany/EU.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 4 scoring signal(s): Naturland Fair, Vegan, EU Organic, Vegetarian",https://images.openfoodfacts.org/images/products/405/817/248/7330/front_de.3.400.jpg
food,4337256003896,Cappuccino Family mit feiner Kakaonote,"Krueger, Rewe, ja!","Beverages, Coffees, Instant coffees","Nutriscore Grade D, Rainforest Alliance, de:Rainforest Alliance Kaffee & Kakao","['en:nutriscore', 'en:nutriscore-grade-d', 'en:rainforest-alliance', 'de:Rainforest Alliance Kaffee & Kakao']",unknown,55,53,50,50,52.8,25,['Rainforest Alliance'],['sustainable_agriculture'],"['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.']",No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 1 scoring signal(s): Rainforest Alliance,https://images.openfoodfacts.org/images/products/433/725/600/3896/front_xx.23.400.jpg
food,8000070051003,crema e gusto Classico,"LAVAZZA, Lavazza","Beverages, Roasted coffee beans, sk:kava","Green Dot, Made in Italy","['en:green-dot', 'en:made-in-italy']",f,5,50,50,50,32.0,55,[],[],[],Environmental baseline uses Eco-Score f. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/800/007/005/1003/front_en.22.400.jpg
food,4337256177061,Kaffee löslich,"Fairtrade, Rewe Bio","Beverages, Coffees, Instant coffees, de:Löslicher kaffee","Fairtrade International, EG-Öko-Verordnung, ES-ECO-016-CL","['en:fair-trade', 'en:organic', 'en:eu-organic', 'en:fairtrade-international', 'de:eg-öko-verordnung', 'en:es-eco-016-cl']",unknown,55,60,50,50,54.5,45,"['Fair for Life', 'organic']","['fairtrade_certification', 'organic_certification']","['Fair trade certification promoting fair wages, responsible supply chains, and sustainable livelihoods for producers and workers.', 'Product has an organic certification/claim, indicating more sustainable agricultural production.']","No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 2 scoring signal(s): Fair for Life, organic",https://images.openfoodfacts.org/images/products/433/725/617/7061/front_de.3.400.jpg
food,7613036347310,Kaffee,"Nestlé, Müller, Nescafé","Beverages, Coffees, Instant coffees",Green Dot,['en:green-dot'],unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/761/303/634/7310/front_de.51.400.jpg
food,8000070025400,Crema E Aroma,"OLUF LORENTZEN AS, lavAzza","Beverages, Coffee beans","No gluten, Vegan, Green Dot, Made in Italy, Triman","['en:vegetarian', 'en:no-gluten', 'en:vegan', 'en:green-dot', 'en:made-in-italy', 'fr:triman']",f,5,50,50,63,34.6,70,"['Vegan', 'Vegetarian']","['vegan_ethics', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score f. Matched 2 scoring signal(s): Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/800/007/002/5400/front_de.93.400.jpg
food,8000070027336,Lavazza Espressobohnen,Lavazza,"Beverages, Coffee beans","Green Dot, Made in Italy","['en:green-dot', 'en:made-in-italy']",f,5,50,50,50,32.0,55,[],[],[],Environmental baseline uses Eco-Score f. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/800/007/002/7336/front_de.44.400.jpg
food,4066447075526,Kaffee Klassik löslich,dmBio,"Beverages, Instant coffees",,[],unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/406/644/707/5526/front_de.3.400.jpg
food,4337256551762,GOLD Löslicher Kaffee,"Gold von REWE, ja!","Beverages, Coffees, Instant coffees",,[],f,5,50,50,50,32.0,55,[],[],[],Environmental baseline uses Eco-Score f. No positive or negative label evidence found in the current mapping.,
food,4000417663214,Coffee duo milky macchiato crunchy coffee,Ritter Sport,"Milk chocolates, de:vollmilchschokolade",Rainforest Alliance Cocoa,"['en:rainforest-alliance', 'en:rainforest-alliance-cocoa']",d,35,53,50,50,44.8,65,['Rainforest Alliance'],['sustainable_agriculture'],"['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.']",Environmental baseline uses Eco-Score d. Matched 1 scoring signal(s): Rainforest Alliance,https://images.openfoodfacts.org/images/products/400/041/766/3214/front_it.12.400.jpg
food,4337256555395,Gold entkoffeiniert,"Ja!, Rewe","Beverages, Coffees, Getränke und Getränkezubereitungen, Getränkezubereitungen, Heißgetränke zum Aufgließen, Lösliche Kaffees",Rainforest Alliance,['en:rainforest-alliance'],unknown,55,53,50,50,52.8,25,['Rainforest Alliance'],['sustainable_agriculture'],"['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.']",No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 1 scoring signal(s): Rainforest Alliance,https://images.openfoodfacts.org/images/products/433/725/655/5395/front_de.13.400.jpg
food,7613032569532,Nescafé Typ Cappuccino,"Nestlé, Nescafé","Coffees, Dehydrated beverages, Powdered cappucino","Green Dot, Nutriscore Grade C, Nutriscore Grade D, GB-VK302","['en:green-dot', 'en:nutriscore', 'en:nutriscore-grade-c', 'en:nutriscore-grade-d', 'en:GB-VK302']",unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/761/303/256/9532/front_de.55.400.jpg
food,4061463641939,Kaffee Bohnen,"Barissimo, NewCoffee, diverse","Beverages, Roasted coffee beans, de:Ganze Kaffeebohnen","Rainforest Alliance Coffee, de:Unter Schutzatmosphäre verpackt","['en:rainforest-alliance', 'en:rainforest-alliance-coffee', 'de:Unter Schutzatmosphäre verpackt']",f,10,53,50,50,34.8,65,['Rainforest Alliance'],['sustainable_agriculture'],"['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.']",Environmental baseline uses Eco-Score f. Matched 1 scoring signal(s): Rainforest Alliance,https://images.openfoodfacts.org/images/products/406/146/364/1939/front_de.28.400.jpg
food,20112752,Löslicher Kaffee Mild,Solevita,"Coffees, Fruit juices, Instant coffees","Green Dot, Rainforest Alliance, UTZ Certified, de:Nummer wird für 2 verschiedene Produkte verwendet","['en:sustainable-farming', 'en:green-dot', 'en:rainforest-alliance', 'en:utz-certified', 'de:Nummer wird für 2 verschiedene Produkte verwendet']",unknown,55,53,50,50,52.8,25,['Rainforest Alliance'],['sustainable_agriculture'],"['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.']",No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 1 scoring signal(s): Rainforest Alliance,https://images.openfoodfacts.org/images/products/000/002/011/2752/front_de.47.400.jpg
food,4006581002606,Café Intención Kaffee,"Café intencion, J.J.Darboven","Beverages, Coffees","Fairtrade International, DE-ÖKO-003, Made in Germany","['en:fair-trade', 'en:organic', 'en:eu-organic', 'en:fairtrade-international', 'en:de-oko-003', 'en:made-in-germany']",unknown,55,60,50,50,54.5,45,"['Fair for Life', 'EU Organic']","['fairtrade_certification', 'organic_certification']","['Fair trade certification promoting fair wages, responsible supply chains, and sustainable livelihoods for producers and workers.', 'EU-recognized organic certification, especially relevant for products sold in Germany/EU.']","No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 2 scoring signal(s): Fair for Life, EU Organic",https://images.openfoodfacts.org/images/products/400/658/100/2606/front_de.4.400.jpg
food,42413677,Latte Espresso,"Cafèt, Netto MD","Coffees, Latte macchiato","Ohne Gentechnik, Not advised for children and pregnant women, Rainforest Alliance Coffee","['en:no-gmos', 'en:not-advised-for-specific-people', 'de:ohne-gentechnik', 'en:not-advised-for-children-and-pregnant-women', 'en:rainforest-alliance', 'en:rainforest-alliance-coffee']",unknown,57,53,50,55,54.6,30,"['Rainforest Alliance', 'Ohne Gentechnik']","['sustainable_agriculture', 'non_gmo']","['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.', 'Indicates products are produced without genetic engineering, addressing consumer concerns about food production methods and transparency.']","No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 2 scoring signal(s): Rainforest Alliance, Ohne Gentechnik",https://images.openfoodfacts.org/images/products/000/004/241/3677/front_de.23.400.jpg
food,4006581001777,"Kaffee, Der Himmlische","Nestlé, Mövenpick","Unsweetened beverages, Ground coffees, Coffee capsules, de:Röstkaffee",,[],f,5,50,50,50,32.0,55,[],[],[],Environmental baseline uses Eco-Score f. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/400/658/100/1777/front_de.67.400.jpg
food,8711000506448,Kaffeesticks Espresso,Jacobs,"Beverages, Coffees, de:Instant, espresso, pflanzliche-lebensmittel-und-getranke",,[],unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/871/100/050/6448/front_de.19.400.jpg
food,4008167152729,Crema d'Oro Kaffee,Dallmayr,"Beverages, Coffee beans","Green Dot, de:Mach mit","['en:green-dot', 'de:Mach mit']",f,5,50,50,50,32.0,55,[],[],[],Environmental baseline uses Eco-Score f. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/400/816/715/2729/front_de.51.400.jpg
food,7610899110006,Café Chicco d‘Oro Tradition - Bohnen,"6828 Balerna, Caffè Chicco d‘Oro - Eredi Rino Valsangiacomo S.A., Chicco D‘Oro, Schweiz, chicco'doro","Beverages, Coffee beans",,[],f,5,50,50,50,32.0,55,[],[],[],Environmental baseline uses Eco-Score f. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/761/089/911/0006/front_fr.4.400.jpg
food,8000070035980,Kaffee Qualità Rossa,"LavAzza - Luigi Lavazza S.p.A., Lavazza","Beverages, Ground coffees","Vegan, Made in Italy","['en:vegetarian', 'en:vegan', 'en:made-in-italy']",f,5,50,50,63,34.6,70,"['Vegan', 'Vegetarian']","['vegan_ethics', 'vegetarian_ethics']","['Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","Environmental baseline uses Eco-Score f. Matched 2 scoring signal(s): Vegan, Vegetarian",https://images.openfoodfacts.org/images/products/800/007/003/5980/front_es.25.400.jpg
food,7613036310116,Nescafé Gold - Original,Nescafé,"Beverages, Coffees, Instant coffees",Green Dot,['en:green-dot'],unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/761/303/631/0116/front_de.20.400.jpg
food,7613036457712,Nescafe Classic Crema,"Nestlé, Nescafe","Beverages, Coffees, Freeze-dried instant coffees",Green Dot,['en:green-dot'],unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/761/303/645/7712/front_de.21.400.jpg
food,4066447075540,Kaffee entkoffeiniert löslich,"dmBio, dm","Beverages, Instant coffees, Entkoffeinierte Kaffees, Entkoffeinierte lösliche Kaffees, Getränke, Heißgetränke zum Aufgließen, Kaffeebohnen, Kaffees, Lösliche Kaffees, Pflanzliche Lebensmittel, Pflanzliche Lebensmittel und Getränke","Fairtrade International, non-EU Agriculture, EG-Öko-Verordnung, DE-ÖKO-005, European Vegetarian Union Vegan, Made in Germany","['en:vegetarian', 'en:fair-trade', 'en:organic', 'en:eu-organic', 'en:fairtrade-international', 'en:non-eu-agriculture', 'en:vegan', 'de:eg-öko-verordnung', 'en:de-oko-005', 'en:european-vegetarian-union', 'en:european-vegetarian-union-vegan', 'en:made-in-germany']",unknown,55,60,50,63,57.1,60,"['Fairtrade International', 'Vegan', 'EG-Öko-Verordnung', 'Vegetarian']","['fairtrade_certification', 'vegan_ethics', 'organic_certification', 'vegetarian_ethics']","['Certification promotes fair prices, better working conditions, and sustainable livelihoods for farmers and workers in global supply chains.', 'Indicates products are free from animal-derived ingredients and support animal welfare principles.', 'EU organic regulation certifying environmentally friendly agricultural practices and reduced synthetic pesticide use.', 'Indicates reduced reliance on animal products and supports animal welfare considerations, though less strictly than vegan products.']","No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 4 scoring signal(s): Fairtrade International, Vegan, EG-Öko-Verordnung, Vegetarian",https://images.openfoodfacts.org/images/products/406/644/707/5540/front_de.8.400.jpg
food,7613038720098,Incarom Original,Incarom,"Beverages, Coffees",Nutriscore Grade C,"['en:nutriscore', 'en:nutriscore-grade-c']",unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/761/303/872/0098/front_fr.12.400.jpg
food,4061459895322,Latte Espresso,"Barissimo, Molkerei Gropper","Latte macchiato, de:Fertigkaffees","Ohne Gentechnik, Nutriscore Grade C, Rainforest Alliance Coffee","['en:no-gmos', 'de:ohne-gentechnik', 'en:nutriscore', 'en:nutriscore-grade-c', 'en:rainforest-alliance', 'en:rainforest-alliance-coffee']",unknown,57,53,50,55,54.6,30,"['Rainforest Alliance', 'Ohne Gentechnik']","['sustainable_agriculture', 'non_gmo']","['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.', 'Indicates products are produced without genetic engineering, addressing consumer concerns about food production methods and transparency.']","No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 2 scoring signal(s): Rainforest Alliance, Ohne Gentechnik",https://images.openfoodfacts.org/images/products/406/145/989/5322/front_de.24.400.jpg
food,4061459971514,Latte Macchiato,"Barissimo, Molkerei Gropper","Latte macchiato, de:Fertigkaffees","Ohne Gentechnik, Rainforest Alliance Coffee","['en:no-gmos', 'de:ohne-gentechnik', 'en:rainforest-alliance', 'en:rainforest-alliance-coffee']",unknown,57,53,50,55,54.6,30,"['Rainforest Alliance', 'Ohne Gentechnik']","['sustainable_agriculture', 'non_gmo']","['Certification promotes sustainable agriculture, biodiversity protection, and improved livelihoods for farmers and workers.', 'Indicates products are produced without genetic engineering, addressing consumer concerns about food production methods and transparency.']","No usable Eco-Score found; environmental score starts from the neutral baseline of 50. Matched 2 scoring signal(s): Rainforest Alliance, Ohne Gentechnik",https://images.openfoodfacts.org/images/products/406/145/997/1514/front_de.12.400.jpg
food,8711000506325,Classic 3in1,"Jacobs, Jakobs","Beverages, Coffees, Instant coffees",Green Dot,['en:green-dot'],unknown,50,50,50,50,50.0,15,[],[],[],No usable Eco-Score found; environmental score starts from the neutral baseline of 50. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/871/100/050/6325/front_de.36.400.jpg
food,8000070027411,Caffé Crema Classico Kaffee,Lavazza,"Beverages, Coffee beans",Made in Italy,['en:made-in-italy'],f,5,50,50,50,32.0,55,[],[],[],Environmental baseline uses Eco-Score f. No positive or negative label evidence found in the current mapping.,https://images.openfoodfacts.org/images/products/800/007/002/7411/front_de.54.400.jpg
